"DateTime","EventId","LogName","EventType","Level","Username","ProcessName","Message","AdditionalInfo","RecordId"
"2025/06/11 23:42:56","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","50693"
"2025/06/12 11:33:28","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","50830"
"2025/06/12 11:33:35","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","50857"
"2025/06/12 12:56:25","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 1215767 seconds.","","50867"
"2025/06/12 15:50:18","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","51042"
"2025/06/12 15:50:45","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","51056"
"2025/06/12 15:50:45","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","51055"
"2025/06/12 16:19:43","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","51359"
"2025/06/12 16:19:45","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","51381"
"2025/06/12 16:19:46","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","51390"
"2025/06/12 22:57:28","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","51483"
"2025/06/12 22:57:31","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","51511"
"2025/06/13 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 72569 seconds.","","51611"
"2025/06/13 23:00:26","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","51782"
"2025/06/13 23:00:28","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","51810"
"2025/06/14 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 158970 seconds.","","51930"
"2025/06/14 23:33:36","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","51983"
"2025/06/14 23:33:39","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","52011"
"2025/06/15 09:58:26","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","52107"
"2025/06/15 09:58:29","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","52136"
"2025/06/15 12:26:01","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 246931 seconds.","","52141"
"2025/06/15 13:28:00","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","52227"
"2025/06/15 13:28:02","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","52256"
"2025/06/16 00:02:00","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","52376"
"2025/06/16 00:02:03","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","52404"
"2025/06/16 19:26:01","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 358533 seconds.","","52410"
"2025/06/16 23:08:35","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","52526"
"2025/06/16 23:08:39","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","52556"
"2025/06/17 08:58:10","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","52685"
"2025/06/17 08:58:18","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","52717"
"2025/06/17 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 418172 seconds.","","52795"
"2025/06/17 13:53:31","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","52811"
"2025/06/17 13:53:39","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","52841"
"2025/06/17 23:24:50","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","52956"
"2025/06/17 23:24:59","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","52989"
"2025/06/18 11:45:21","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","53096"
"2025/06/18 11:45:29","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","53121"
"2025/06/19 11:08:11","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 587865 seconds.","","53126"
"2025/06/19 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 590976 seconds.","","53270"
"2025/06/19 13:07:11","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","53271"
"2025/06/19 13:07:13","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","53296"
"2025/06/19 22:52:13","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","53399"
"2025/06/19 22:52:17","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","53429"
"2025/06/20 18:07:08","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 699404 seconds.","","53434"
"2025/06/20 20:17:13","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","53570"
"2025/06/20 20:17:22","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","53600"
"2025/06/21 11:59:59","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 763777 seconds.","","53732"
"2025/06/21 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 763778 seconds.","","53733"
"2025/06/21 14:25:47","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","53746"
"2025/06/21 14:25:49","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","53777"
"2025/06/21 22:46:10","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","53996"
"2025/06/22 13:03:45","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 854004 seconds.","","54001"
"2025/06/23 19:27:46","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","54161"
"2025/06/23 19:27:57","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","54137"
"2025/06/23 19:27:57","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 11:13:07 PM on ‎6/‎22/‎2025 was unexpected.","","54135"
"2025/06/23 19:27:57","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","54138"
"2025/06/24 07:30:43","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","54495"
"2025/06/24 07:30:54","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","54473"
"2025/06/24 07:30:54","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 10:47:57 PM on ‎6/‎23/‎2025 was unexpected.","","54470"
"2025/06/24 07:30:54","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","54472"
"2025/06/24 09:14:13","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","54774"
"2025/06/24 09:14:15","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","54798"
"2025/06/24 09:14:17","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","54802"
"2025/06/24 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 16158 seconds.","","54868"
"2025/06/24 16:44:44","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","54893"
"2025/06/24 16:44:47","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","54916"
"2025/06/24 22:45:10","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","55082"
"2025/06/24 22:45:13","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","55110"
"2025/06/25 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 102564 seconds.","","55225"
"2025/06/25 12:49:33","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","55228"
"2025/06/25 12:49:36","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","55252"
"2025/06/25 22:40:36","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","55372"
"2025/06/25 22:40:40","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","55398"
"2025/06/26 09:16:47","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","55464"
"2025/06/26 09:16:50","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","55487"
"2025/06/26 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 188965 seconds.","","55555"
"2025/06/26 17:39:40","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","55604"
"2025/06/26 17:39:48","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","55632"
"2025/06/26 19:23:36","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","55644"
"2025/06/26 19:23:36","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","55645"
"2025/06/26 20:21:21","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","55858"
"2025/06/26 20:21:23","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","55882"
"2025/06/26 20:21:24","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","55886"
"2025/06/26 22:29:31","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","55990"
"2025/06/26 22:29:35","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","56014"
"2025/06/27 16:05:37","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 74532 seconds.","","56022"
"2025/06/27 20:22:48","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","56173"
"2025/06/27 20:22:52","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","56197"
"2025/06/28 00:05:24","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","56331"
"2025/06/28 00:05:58","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12 seconds.","","56345"
"2025/06/28 00:05:58","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","56344"
"2025/06/28 12:18:01","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","56607"
"2025/06/28 12:18:12","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","56584"
"2025/06/28 12:18:12","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","56585"
"2025/06/28 12:18:12","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 12:05:58 AM on ‎6/‎28/‎2025 was unexpected.","","56582"
"2025/06/28 14:33:43","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","56803"
"2025/06/28 14:33:45","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","56824"
"2025/06/28 14:33:46","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","56828"
"2025/06/28 23:29:13","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","56984"
"2025/06/28 23:29:16","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","57008"
"2025/06/29 10:11:09","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","57098"
"2025/06/29 10:11:12","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","57125"
"2025/06/29 18:11:26","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 107610 seconds.","","57129"
"2025/06/29 21:16:15","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","57190"
"2025/06/29 21:16:23","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","57218"
"2025/06/30 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 171725 seconds.","","57299"
"2025/06/30 12:27:06","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","57302"
"2025/06/30 12:27:10","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","57331"
"2025/06/30 13:02:23","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","57387"
"2025/06/30 13:02:26","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","57410"
"2025/06/30 22:46:43","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","57557"
"2025/06/30 22:46:46","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","57583"
"2025/07/01 10:49:59","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","57678"
"2025/07/01 10:50:02","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","57702"
"2025/07/01 13:22:55","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 263102 seconds.","","57703"
