datetime|timestamp|message|author|hash
2024-08-26 17:27:10|1724686030|Fixing typo and dependency conflict in a couple requirements.txt files|Cole Medin|3afefe9f61d0de84a2bd6f3c8f508f3b3a544e29
2024-08-29 01:01:58|1724886118|LLM Eval Framework + Breaking LLMs|Cole Medin|ef5f6c7c43fd27a6e2bdf8c5f6d9e5221e5e1550
2024-08-29 14:59:59|1724936399|AI Agents MC #10 - LangServe Deployment of AI Agent|Cole Medin|af684be17e3be971958e47cb646279e2d0167c25
2024-08-30 19:41:06|1725039666|Couple small code changes for LangServe walkthrough|Cole Medin|b3438810d70fe26703935c4a12a5718a8c8cd963
2024-09-05 00:13:41|1725488021|Supabase RAG Agent n8n Workflow|Cole Medin|fdea47562d4d6824c8a0dbe028676dcdfe3d8d89
2024-09-09 00:37:30|1725835050|V0 + Claude - RAG AI Agent Frontend|Cole Medin|8bcf7b1b6237856a7ffa9a8cc6d64888e4db3b4b
2024-09-11 23:34:24|1726090464|Local or Managed Services for LLMs/RAG|Cole Medin|83c97021e62f94477bd4060fed3d42b04996ed7b
2024-09-14 14:59:21|1726318761|Packaged Local AI - n8n + Ollama + QDrant + Postgres|Cole Medin|c09ddfaa20f51abfc45f4322a8bb016f7b93055f
2024-09-18 17:52:02|1726674722|o1 AI Agent|Cole Medin|13a1969254852c8168f0d9fc6b943babd7aa2822
2024-09-20 15:38:23|1726839503|Korvus RAG testing... cool example of using a tool for easy RAG with Python|Cole Medin|9a3111d5781422fe0d3a761856356fed27df8be6
2024-09-23 01:38:12|1727048292|n8n + Python + LangChain AI Agent|Cole Medin|0408d5b9f7ddd8896e05e3e9de7d5f7b27536742
2024-09-29 04:15:54|1727576154|Updating LLM eval for Llama 3.2 testing|Cole Medin|07cd054a1b613a376b837ae40b79ab86d1b0a41b
2024-10-03 00:19:39|1727907579|n8n Full Stack App with Streamlit + Claude + Supabase|Cole Medin|0e5e87ba60f063549566023fdd19ad1896fde5bc
2024-10-10 00:15:20|1728512120|n8n RAG AI Agent with PDFs, Excel documents, and more|Cole Medin|0a6d1f430d82f3e8847a36e138fc9f4c81713a2f
2024-10-16 23:16:41|1729113401|OpenAI Swarm implementation of an AI agent swarm to manage a SQL database|Cole Medin|0fa98dbdeec6743904d8836c20caa9921874e463
2024-10-22 20:10:26|1729620626|Adding OpenWebUI to Local AI Starter Kit|Cole Medin|90dad49ff90a4ddd93281679498167504277d3a2
2024-10-24 04:06:22|1729735582|Fixing small typo in n8n_pipe.py|Cole Medin|8fc8667a0db24b504757fe5fe369011f24c3cc8b
2024-10-30 22:48:21|1730324901|Ollama + OpenAI Swarm|Cole Medin|db25e16fdee13fd29cbf7c999135cc39a3e474ba
2024-11-13 16:08:59|1731510539|Updating the LLM eval agent to work with Ollama|Cole Medin|3900e0adebd98b43d601b8a02243ee7019efc405
2024-12-04 17:10:31|1733328631|Adding Flowise to the Local AI Starter Kit|Cole Medin|80fc5c4464c09531b789766c0e3438ef11b0ae07
2024-12-09 01:07:20|1733702840|Pydantic AI Web Research Agent|Cole Medin|3ce93a4c43b7e938677afabee4274aa7471be887
2024-12-10 18:30:54|1733851854|Update README.md|Cole Medin|98392ca9d69febdbf114c0f8c6955eac99cce1c5
2024-12-15 22:35:54|1734298554|Update README.md|Cole Medin|f1c4ef0911ec005b7e09f1805e4aea212386864f
2025-01-14 15:30:33|1736865033|Getting chat_id to use as session_id|jeffwiegner|a91332afd9cde04b057dec8457ce4667b5eda395
2025-01-14 17:15:41|1736871341|Merge pull request #35 from jeffwiegner/patch-chat_id|Cole Medin|1879176f4a000026786185841800fe404b9c12cb
